positive,negative,not,degree-1,degree-2,degree-3,degree-4,degree-5,degree-6
舒適的,好不,,,,,,,
華麗的,好不應該,,,,,,,
著名的,好死不死,,,,,,,
著迷的,好自為之,,,,,,,
貴重的,好恨,,,,,,,
貴族,好假,,,,,,,
貴族的,好嘔,,,,,,,
超凡,好屌,,,,,,,
超凡技術,安然無恙,,,,,,,
進行,安慰,,,,,,,
進步的,安慰安慰,,,,,,,
進取,安撫,,,,,,,
進取心,安靜下來,,,,,,,
開化,尖酸,,,,,,,
開放,有口無心,,,,,,,
開放的,有什麼了不起,,,,,,,
開採,有仇,,,,,,,
開發,有出息,,,,,,,
間歇,有好有壞,,,,,,,
雅致的,有屁用,,,,,,,
雅量,有個屁用,,,,,,,
雄辯,有氣,,,,,,,
雄辯的,有問題,,,,,,,
集資,有夠,,,,,,,
順利的,有夠累,,,,,,,
順從,有夠蠢,,,,,,,
順從的,有得瞧,,,,,,,
傳奇性,有意,,,,,,,
傳奇性的,有愧,,,,,,,
勤勉的,有資格,,,,,,,
勤奮的,有種,,,,,,,
嗜好,有點火,,,,,,,
圓滿的,有礙,,,,,,,
幹勁,有礙觀瞻,,,,,,,
微妙,有啥,,,,,,,
微妙的,有啥了不起,,,,,,,
微微,死了,,,,,,,
微微的,死了算了,,,,,,,
意味深長的,死人,,,,,,,
慈祥的,死三八,,,,,,,
慈悲心,死小鬼,,,,,,,
慈悲的,死不,,,,,,,
慈悲為懷的,死不認帳,,,,,,,
慈善的,死不瞑目,,,,,,,
感人的,死心,,,,,,,
感到滿意,死皮賴臉,,,,,,,
感激的,死光,,,,,,,
感謝的,死光光,,,,,,,
想像,死刑,,,,,,,
想像力,死老太婆,,,,,,,
想像的,死老百姓,,,,,,,
愛心,死老頭,,,,,,,
愛打趣,死色呸,,,,,,,
愛打趣的,死命,,,,,,,
愛好和平,死東西,,,,,,,
愛好和平的,死板,,,,,,,
愛國,死狗,,,,,,,
愛國心,死肥豬,,,,,,,
愛國的,死活,,,,,,,
愛情,死玻璃,,,,,,,
愛說話,死胖女,,,,,,,
愛說話的,死胖子,,,,,,,
慎重的,死要面子,,,,,,,
慎慮,死臭酸,,,,,,,
慎慮的,死蚊子,,,,,,,
新奇的,死鬼,,,,,,,
新鮮的,死寂,,,,,,,
暖和,死得很難看,,,,,,,
暖和的,死得難看,,,,,,,
極力誇獎,死掉,,,,,,,
極好的,死魚,,,,,,,
極好的人,死魚臉,,,,,,,
極度高興,死傢伙,,,,,,,
極度高興的,死期,,,,,,,
極貴重,死黑店,,,,,,,
極貴重的,死愛,,,,,,,
極樂,死愛面子,,,,,,,
極樂的,死愛滋,,,,,,,
溫文,死腦筋,,,,,,,
溫文儒雅,死裡逃生,,,,,,,
溫文儒雅的,死德性,,,,,,,
溫和的,死樣子,,,,,,,
溫柔的,死豬頭,,,,,,,
溫柔親切,死澳門仔,,,,,,,
溫柔親切的,死貓,,,,,,,
溫順的,死賴,,,,,,,
溫暖,死薪水,,,,,,,
溫暖的,死蟑螂,,,,,,,
準備,死纏,,,,,,,
準確的,死纏活纏,,,,,,,
照耀,死囡仔,,,,,,,
煥發,死屌,,,,,,,
當然,污辱,,,,,,,
當然的,老二,,,,,,,
萬能,老大,,,,,,,
萬能的,老子,,,,,,,
節制,老不休,,,,,,,
節制的,老奸巨猾,,,,,,,
節約的,老死,,,,,,,
節儉的,老到,,,,,,,
經回火後具有的韌度,老油條,,,,,,,
經得起檢驗,老是,,,,,,,
經得起檢驗的,老娘,,,,,,,
經營,老氣橫秋,,,,,,,
經驗,老猴,,,,,,,
羨慕,老態龍鍾,,,,,,,
羨慕的,老練,,,,,,,
聖人,老謀深算,,,,,,,
聖徒,肉麻,,,,,,,
聖潔的,肉腳,,,,,,,
補足,自以為,,,,,,,
補足的,自以為了不起,,,,,,,
解決,自以為是,,,,,,,
解除,自以為清高,,,,,,,
解除武裝,自甘墮落,,,,,,,
解開,自由心證,,,,,,,
詳盡的,自危,,,,,,,
詩意,自作,,,,,,,
詩意的,自作主張,,,,,,,
詼諧的,自作多情,,,,,,,
誠實的,自作聰明,,,,,,,
誠摯的,自求,,,,,,,
誠懇的,自求多福,,,,,,,
資助,自私到極點,,,,,,,
資源,自命為,,,,,,,
資源豐富,自命清高,,,,,,,
資源豐富的,自怨,,,,,,,
較好,自怨自艾,,,,,,,
較好者,自相矛盾,,,,,,,
較優,自相殘殺,,,,,,,
較優者,自食惡果,,,,,,,
道理,自掃門前雪,,,,,,,
道德,自棄,,,,,,,
道德的,自殺,,,,,,,
道德崇高,自閉,,,,,,,
道德崇高的人,自欺,,,,,,,
達到,自滿,,,,,,,
逼真地,自認,,,,,,,
逼真的,自認為,,,,,,,
鼓掌,自慰,,,,,,,
鼓掌歡呼表示通過,自憐,,,,,,,
鼓掌歡迎,自暴自棄,,,,,,,
鼓舞,自縛,,,,,,,
鼓舞人心的,自詡,,,,,,,
鼓舞人心的人,自詡為,,,,,,,
鼓勵,舌頭斷掉,,,,,,,
嘟嘟,色狼,,,,,,,
夥伴,住監獄,,,,,,,
夥伴的,何不,,,,,,,
寧靜的,何必,,,,,,,
實用性,何妨,,,,,,,
實用性的,何苦,,,,,,,
實在的,何苦來哉,,,,,,,
實在論,何嘗,,,,,,,
實在論的,佔便宜,,,,,,,
實行,佔著,,,,,,,
實際可行,佔著毛坑不拉屎,,,,,,,
實際可行的,但願,,,,,,,
實際的,作奸犯科,,,,,,,
嶄新的,作秀,,,,,,,
慷慨的,作怪,,,,,,,
慷慨的行為,作假,,,,,,,
暢談,作梗,,,,,,,
暢談的,作賊,,,,,,,
榮耀,作賊喊捉賊,,,,,,,
榮譽,作夢,,,,,,,
榮譽的,作樂,,,,,,,
漂亮地,作孽,,,,,,,
漂亮的,你以為自己,,,,,,,
漂亮的東西,你以為你是誰,,,,,,,
滿意地說,你他媽,,,,,,,
滿意的,你他媽的,,,,,,,
滿懷,你他媽媽的,,,,,,,
滿懷敬畏,你去死,,,,,,,
滿懷敬畏的,你完了,,,,,,,
盡情,你是怎樣,,,,,,,
盡情地,你是怎樣啊,,,,,,,
福利,你就完了,,,,,,,
端莊的,你媽,,,,,,,
管理,你媽的,,,,,,,
精力,你管我,,,,,,,
精力充沛的,低下,,,,,,,
精心的,低吼,,,,,,,
精巧地,低沉,,,,,,,
精巧的,低姿態,,,,,,,
精巧的設計,低哼,,,,,,,
精明的,低哦,,,,,,,
精美的,低迷,,,,,,,
精緻的,低等,,,,,,,
精密的,低潮,,,,,,,
精細的,低聲下氣,,,,,,,
精通,克制,,,,,,,
精通的,免談,,,,,,,
精確性,冷冰冰,,,,,,,
精確的,冷汗,,,,,,,
精確度,冷血,,,,,,,
精選的,冷冷,,,,,,,
認真的,冷峻,,,,,,,
說明,冷眼,,,,,,,
說服,冷眼旁觀,,,,,,,
豪勇,冷然,,,,,,,
豪華的,冷戰,,,,,,,
輔助,冷靜,,,,,,,
輔助的,冷靜下來,,,,,,,
輕快地,別來惹我,,,,,,,
輕快的,別來煩我,,,,,,,
輕鬆的,別離,,,,,,,
遠見,利用,,,,,,,
儀態高貴,利用人,,,,,,,
儀態高貴的,利用別人,,,,,,,
增加,利用我們,,,,,,,
增進,利益輸送,,,,,,,
增進友誼,呆呆,,,,,,,
增進友誼的,呆板,,,,,,,
嬉戲,吵人,,,,,,,
嬉戲的,吵死,,,,,,,
嫻雅的,吵別人,,,,,,,
寬大的,吵到,,,,,,,
寬容的,吵的像什麼鬼一樣,,,,,,,
寬恕,吵起來,,,,,,,
寬恕的,吵嘴,,,,,,,
寬闊,吵翻天,,,,,,,
寬闊的,吶喊,,,,,,,
審慎的,吠盡,,,,,,,
寫實,吼道,,,,,,,
寫實地,含恨,,,,,,,
寫實的,含恨在心,,,,,,,
廣闊,困在,,,,,,,
德高望重,困死,,,,,,,
德高望重的人,困頓,,,,,,,
慶祝的,困難重重,,,,,,,
憐憫,妒恨,,,,,,,
憐憫心,完了,,,,,,,
憐憫的,完蛋,,,,,,,
標緻的,屁用,,,,,,,
標準的,屁事,,,,,,,
樂而忘憂,屁股,,,,,,,
樂而忘憂的,屁啦,,,,,,,
樂事,屁眼,,,,,,,
樂園,屁話,,,,,,,
樂意地,巫婆,,,,,,,
樂意的,庇護,,,,,,,
樂趣,忘不了,,,,,,,
樂觀的,忌妒,,,,,,,
毅然的,忍下來,,,,,,,
潔淨的,忍心,,,,,,,
潛心於,忍受不了,,,,,,,
熟悉的,忍耐,,,,,,,
熟慮,忍氣吞聲,,,,,,,
熟練地,忍痛,,,,,,,
熟練的,快滾,,,,,,,
熱切地,戒懼,,,,,,,
熱心的,我好恨,,,,,,,
熱心腸的,我咧,,,,,,,
熱忱,我咧看,,,,,,,
熱忱的,我恨你,,,,,,,
熱烈的,我靠,,,,,,,
熱衷,我操,,,,,,,
熱衷的,我操你媽,,,,,,,
熱情的,抄你爸,,,,,,,
熱望,扭捏作態,,,,,,,
熱望的,把你打死,,,,,,,
熱愛,找麻煩,,,,,,,
熱誠地,找誰幹啊,,,,,,,
獎品,找碴,,,,,,,
確信,批臭,,,,,,,
確實的,批鬥,,,,,,,
締造,批發,,,,,,,
締造者,批評別人,,,,,,,
緩和,批評為,,,,,,,
衛生的,扯懶蛋,,,,,,,
談笑,投敵,,,,,,,
請求,抓來,,,,,,,
調和的,抓來打一打,,,,,,,
調停,抑鬱,,,,,,,
調劑,改變不了,,,,,,,
賢人,改變成,,,,,,,
賢明的,改變改變,,,,,,,
趣味,更嘔,,,,,,,
趣味相同,更賤,,,,,,,
趣味相同的,求助,,,,,,,
踏實的,求求,,,,,,,
輝煌的,求情,,,,,,,
輝耀,求救,,,,,,,
適任,求教,,,,,,,
適合,求解,,,,,,,
適合的,沈浸,,,,,,,
適宜的,沈淪,,,,,,,
適度的,沈默,,,,,,,
適時,沈默不語,,,,,,,
適意的,沈鬱,,,,,,,
適當地,沉重,,,,,,,
適當的,沉寂,,,,,,,
適應,沉淪,,,,,,,
適應的,沉陷,,,,,,,
醇的,沉悶,,,,,,,
醉人,沉溺,,,,,,,
魅力,沉默,,,,,,,
凝聚,沉鬱,,,,,,,
凝聚性,沒大沒小,,,,,,,
凝聚性的,沒才華,,,,,,,
勳績,沒天理,,,,,,,
噪聲小,沒手,,,,,,,
噪聲小的,沒手沒腳,,,,,,,
奮爭,沒水準,,,,,,,
奮鬥,沒出息,,,,,,,
奮發,沒去,,,,,,,
奮進,沒去理會,,,,,,,
學習,沒用,,,,,,,
擅長,沒用的傢伙,,,,,,,
擁有,沒好氣,,,,,,,
擔負,沒有用,,,,,,,
整齊的,沒有能力,,,,,,,
整潔的,沒完沒了,,,,,,,
樸素的,沒屁眼,,,,,,,
機敏地,沒把握,,,,,,,
機敏的,沒事,,,,,,,
機智的,沒事做,,,,,,,
機會,沒來由,,,,,,,
機靈的,沒法,,,,,,,
激勵,沒法子,,,,,,,
獨一無二,沒法兒,,,,,,,
獨一無二的,沒勁,,,,,,,
獨立,沒品,,,,,,,
獨立自主,沒品德,,,,,,,
獨立自主的,沒效,,,,,,,
獨有,沒能,,,,,,,
獨有的,沒能力,,,,,,,
獨特,沒動逃,,,,,,,
獨特的,沒得,,,,,,,
獨創,沒得說,,,,,,,
獨創性,沒救,,,,,,,
積極性,沒救了,,,,,,,
積極的,沒教養,,,,,,,
興高采烈地,沒意思,,,,,,,
興高采烈的,沒想,,,,,,,
興盛的,沒想到,,,,,,,
興趣,沒腳,,,,,,,
興奮,沒腦袋,,,,,,,
興奮的,沒道理,,,,,,,
親切的,沒種,,,,,,,
親近,沒精,,,,,,,
親密,沒精打采,,,,,,,
親密的,沒精打彩,,,,,,,
親愛,沒轍,,,,,,,
親愛的,沒衛生,,,,,,,
諧調的,沒辦法,,,,,,,
諾言,沒關係,,,,,,,
遵從,狂傲,,,,,,,
頭腦清楚,男盜女娼,,,,,,,
頭腦清楚的,私心,,,,,,,
優秀的,秀逗,,,,,,,
優良的,禿頭,,,,,,,
優於,肘掖生變,,,,,,,
優美地,肚量小,,,,,,,
優美的,肚爛,,,,,,,
優勝的,良心被狗吃,,,,,,,
優質的,見死不救,,,,,,,
償清,言不及義,,,,,,,
幫手,貝戈戈,,,,,,,
幫助,貝戈哥,,,,,,,
幫助脫離困境,貝哥哥,,,,,,,
懇求,走人,,,,,,,
營養,走下坡,,,,,,,
營養的,走狗,,,,,,,
燦爛的,走著瞧,,,,,,,
獲利,走開,,,,,,,
獲利的,走開啦,,,,,,,
獲得,那裡惹到你,,,,,,,
獲得勝利,那麼沒用,,,,,,,
獲勝,那麼干,,,,,,,
獲勝的,那麼爛,,,,,,,
矯正,其反,,,,,,,
縫補,刻苦,,,,,,,
繁茂的,卒仔,,,,,,,
繁盛的,卒仔臉,,,,,,,
繁榮,受不了,,,,,,,
繁榮的,受氣,,,,,,,
聲望,咒死,,,,,,,
聲譽,始作俑者,,,,,,,
聲譽好,你她媽,,,,,,,
聲譽好的,孤行,,,,,,,
聰明的,孤僻,,,,,,,
聰慧的,官逼民反,,,,,,,
聰穎的,居然,,,,,,,
聯合,怪人,,,,,,,
聯合起來,怪力亂神,,,,,,,
膽量,怕死,,,,,,,
舉行,拉出,,,,,,,
舉行凱旋式,拉出來,,,,,,,
謙卑的,拉屎,,,,,,,
謙恭有禮,抹黑,,,,,,,
謙恭有禮的言辭,抹煞,,,,,,,
謙恭的,招搖撞騙,,,,,,,
謙遜地,拍拍屁股找不著人,,,,,,,
謙遜的,拍拍屁股走人,,,,,,,
豁免,拍馬屁,,,,,,,
賺錢,拘謹,,,,,,,
避免,拗客,,,,,,,
鍛煉,拆橋,,,,,,,
鮮明的,拎背,,,,,,,
鮮豔的,放一個屁,,,,,,,
獵獲,放屁,,,,,,,
簡樸的,放狗,,,,,,,
織補,放狗咬我啊,,,,,,,
職責,東西,,,,,,,
謹慎的,東洋鬼子,,,,,,,
豐富,東罵西罵,,,,,,,
豐富的,歧視,,,,,,,
豐滿,爭氣點,,,,,,,
豐滿的,狗屁不通,,,,,,,
豐饒的,狗男女,,,,,,,
醫治,狗眼,,,,,,,
寵愛的,狗眼看人低,,,,,,,
懷著,狗嘴,,,,,,,
懷著希望,狗嘴吐不出象牙,,,,,,,
懷著希望的,狗雜碎,,,,,,,
穩定性,玩人家,,,,,,,
穩定的,肥胖,,,,,,,
穩重的,芭樂問題,,,,,,,
穩健的,花容失色,,,,,,,
贊成的,花癡,,,,,,,
贊成的一方,金玉其外敗絮其中,,,,,,,
贊成的論點,長的醜,,,,,,,
贊成者,長的醜並不是你的錯,,,,,,,
贊成票,長痔瘡,,,,,,,
贊助,保守,,,,,,,
讚許的,俗辣,,,,,,,
難忘,冒冷汗,,,,,,,
難忘的,冠冕堂皇,,,,,,,
嚴肅性,厚利可圖,,,,,,,
嚴肅的,厚臉,,,,,,,
嚴謹的,厚顏薄恥,,,,,,,
寶貴的,哀怨,,,,,,,
懺悔,哀戚,,,,,,,
攙扶,哇咧,,,,,,,
覺察,哇哩,,,,,,,
警覺,哇哩咧,,,,,,,
騰躍,哇勒塞你娘,,,,,,,
顧慮周到,哇靠,,,,,,,
顧慮周到的,哈巴狗,,,,,,,
魔力,姦淫,,,,,,,
魔法,屍體,,,,,,,
權益,度爛,,,,,,,
歡呼,很氣,,,,,,,
歡迎的,很臭,,,,,,,
歡喜的,很混,,,,,,,
歡慶,很醜,,,,,,,
歡慶勝利,很爛,,,,,,,
歡樂的,很蠢,,,,,,,
歡鬧的,很屌,,,,,,,
歡騰的,怒火,,,,,,,
歡躍,怎麼混,,,,,,,
聽話,怎麼混的,,,,,,,
鑒別力,怎麼這樣,,,,,,,
纖細,怎麼搞,,,,,,,
纖細的,怎麼搞的,,,,,,,
變平靜,怎樣,,,,,,,
變得較好,怨天尤人,,,,,,,
變清,怨命,,,,,,,
邏輯,怨憤,,,,,,,
顯著地,恨死,,,,,,,
顯著的,恨死你,,,,,,,
顯赫的,恨你,,,,,,,
驚奇,恨的牙癢癢,,,,,,,
驚羨,恨得牙癢癢,,,,,,,
體貼,恨極,,,,,,,
體貼的,扁一扁,,,,,,,
體諒,扁你,,,,,,,
體諒的,扁到你說不出話,,,,,,,
讓步,拜託,,,,,,,
靈巧地,挑撥是非,,,,,,,
靈巧的,挑撥離間,,,,,,,
靈活的,政變,,,,,,,
靈敏性,是我的錯嗎,,,,,,,
靈敏的,是非不分,,,,,,,
靈感,是怎樣,,,,,,,
讚揚的,毒手,,,,,,,
讚歎不已,毒打,,,,,,,
一吐為快,毒打一頓,,,,,,,
一見鍾情,洋鬼子,,,,,,,
一笑置之,流眼淚,,,,,,,
人味,活該,,,,,,,
大笑,洩恨,,,,,,,
大喜,為什麼還,,,,,,,
大喜若狂,為恥,,,,,,,
才華,為富不仁,,,,,,,
不亦樂乎,為禍,,,,,,,
不遺餘力,狠心,,,,,,,
互助合作,狠打,,,,,,,
互惠,狠命,,,,,,,
互敬,狠很,,,,,,,
仁善,狠毒,,,,,,,
分工,狠罵,,,,,,,
分工合作,狡滑,,,,,,,
天籟,狡詰,,,,,,,
太好,狡辯,,,,,,,
太好了,看了就有氣,,,,,,,
引以為傲,看不起,,,,,,,
引吭,看不過去,,,,,,,
引吭高歌,看不慣,,,,,,,
心心相印,看你娘卡好,,,,,,,
心平氣和,砍下,,,,,,,
心如止水,砍死,,,,,,,
心安理得,砍掉,,,,,,,
心有慼慼,砍落,,,,,,,
心有靈犀,砍斷,,,,,,,
心動,耍小姐脾氣,,,,,,,
心想事成,耍什麼狠,,,,,,,
心誠則靈,耍心機,,,,,,,
心儀,耍色,,,,,,,
心寬體胖,耍我,,,,,,,
日久生情,耍狠,,,,,,,
出人意表,耍起狠,,,,,,,
出乎意料,耍脾氣,,,,,,,
出息,耍賤,,,,,,,
功德,耍賤招,,,,,,,
平心,胖子,,,,,,,
平平淡淡,胡作非為,,,,,,,
平靜下來,胡吹,,,,,,,
母愛,胡扯,,,,,,,
生日快樂,胡來,,,,,,,
生情,胡亂搞,,,,,,,
白金,胡幹,,,,,,,
地位,胡搞,,,,,,,
多幸褔,胡說八道,,,,,,,
多福,胡謅,,,,,,,
好心情,致人死命,,,,,,,
好感,苦大仇深,,,,,,,
好學,苦心,,,,,,,
守信,苦臉,,,,,,,
安可,苟且偷安,,,,,,,
安身,要死要活,,,,,,,
安身立命,要被當了,,,,,,,
安和樂利,要飯,,,,,,,
安命,要飯的,,,,,,,
安於,計較,,,,,,,
安眠,負心,,,,,,,
安祥,軍閥,,,,,,,
有說有笑,迫不,,,,,,,
自立自強,迫不得已,,,,,,,
自助,風流,,,,,,,
自信滿滿,風涼,,,,,,,
自勉,風涼話,,,,,,,
你儂我儂,食古不化,,,,,,,
完滿,食言而肥,,,,,,,
快快活活,倚老賣老,,,,,,,
快快樂樂,倒底要怎樣,,,,,,,
抒發,倒置,,,,,,,
抒解,俱焚,,,,,,,
抒懷,冤孽,,,,,,,
改頭換面,凌虐,,,,,,,
求新,凌遲,,,,,,,
狂愛,剝削,,,,,,,
肝膽相照,匪諜,,,,,,,
言笑晏晏,匪類,,,,,,,
言歸於好,哼！,,,,,,,
走好運,哭,,,,,,,
呵呵,哭夭,,,,,,,
奉獻,哭夭個屁,,,,,,,
長進,哭妖,,,,,,,
哈哈,哭爸,,,,,,,
很爽,哭媽,,,,,,,
施恩,唉呀,,,,,,,
柔情,唉唷,,,,,,,
洋房,唉喲,,,,,,,
為快,唉聲歎氣,,,,,,,
為傲,哽咽,,,,,,,
美感,埋怨,,,,,,,
美夢,家破人亡,,,,,,,
真理,差勁,,,,,,,
真愛,恥笑,,,,,,,
笑兮兮,恐布,,,,,,,
笑死,恐布份子,,,,,,,
笑死羅,拳打腳踢,,,,,,,
笑勒,挾怨,,,,,,,
討好,捉賊,,,,,,,
高高興興,挫賽,,,,,,,
偏袒,挨打,,,,,,,
悠哉,根本不是我,,,,,,,
情不自禁,根本就,,,,,,,
情投意合,氣死,,,,,,,
情深,氣死ㄌ,,,,,,,
望子成龍,氣死了,,,,,,,
清高,氣死人,,,,,,,
甜甜蜜蜜,氣死我了,,,,,,,
喜感,氣沖沖,,,,,,,
報恩,氣呼呼,,,,,,,
報喜,氣昏,,,,,,,
富強,氣的半死,,,,,,,
悲憐,氣咻咻,,,,,,,
悲憫,氣哼哼,,,,,,,
超好,氣得,,,,,,,
黃金,氣絕身亡,,,,,,,
意氣風發,氣瘋,,,,,,,
慈和,氣憤填膺,,,,,,,
愛人,氣壞,,,,,,,
愛人如己,浪費時間,,,,,,,
暖呼呼,烙跑,,,,,,,
暖烘烘,烏煙瘴氣,,,,,,,
暖意,狼心狗肺,,,,,,,
會心,狼狽為奸,,,,,,,
會心一笑,狹窄,,,,,,,
溫慰,狹隘,,,,,,,
溫藹,病態,,,,,,,
癡心,病魔,,,,,,,
癡狂,疲累,,,,,,,
癡癡,真他x的雖,,,,,,,
義不容辭,真他ㄇㄉ,,,,,,,
義無反顧,真他ㄉ濫,,,,,,,
羨煞,真他媽,,,,,,,
群情激憤,真他媽的,,,,,,,
群策群力,真他媽賤,,,,,,,
誇耀,真是夠了,,,,,,,
過關,真是爛,,,,,,,
過癮,真是蠢,,,,,,,
奪冠,真氣,,,,,,,
奪得,真給他,,,,,,,
嫣然一笑,真干,,,,,,,
實現出來,真爛,,,,,,,
旗開得勝,真蠢,,,,,,,
漂漂亮亮,破口,,,,,,,
滿載而歸,破口大罵,,,,,,,
漸入佳境,破麻,,,,,,,
瘋狂,破銅爛鐵,,,,,,,
窩心,破機八,,,,,,,
與有榮焉,破壞心情,,,,,,,
遙遙領先,破壞我的心情,,,,,,,
領先,笑裡藏刀,,,,,,,
嘻嘻,粉無聊,,,,,,,
嘿嘿,粉屌,,,,,,,
廢寢忘食,紙老虎,,,,,,,
慶幸,臭功夫,,,,,,,
慰問,臭老師,,,,,,,
憐惜,臭老猴,,,,,,,
樂子,臭老頭,,,,,,,
樂乎,臭你老師咧,,,,,,,
樂在其中,臭屁,,,,,,,
樂此不疲,臭男人,,,,,,,
樂見,臭狗,,,,,,,
熱力,臭青蛙,,,,,,,
熱衷,臭美,,,,,,,
熱切於,臭娘們,,,,,,,
熱戀,臭蚊子,,,,,,,
練成,臭話,,,,,,,
衛冕,臭酸,,,,,,,
諒解,臭銅錢,,,,,,,
談笑風生,臭德性,,,,,,,
談戀愛,臭臉,,,,,,,
賞識到,草菅,,,,,,,
賢淑,草菅人命,,,,,,,
適性,記仇,,,,,,,
適得,討人嫌,,,,,,,
適得其所,討人厭,,,,,,,
養活,討嫌,,,,,,,
奮不顧身,討厭鬼,,,,,,,
奮起,討價還價,,,,,,,
學以致用,逃不過,,,,,,,
學成,逃之夭夭,,,,,,,
學成歸國,逃生,,,,,,,
學有專精,逃避責任,,,,,,,
學習好,追殺,,,,,,,
學進,閃人,,,,,,,
學進去,閃邊,,,,,,,
學會,除害,,,,,,,
戰無不勝,除掉,,,,,,,
擔待,馬屁,,,,,,,
激昂,馬屁話,,,,,,,
激賞,馬的,,,,,,,
激盪,馬的咧,,,,,,,
興沖沖,馬的逼,,,,,,,
興致勃勃,高不成,,,,,,,
臉紅,高不成低不就,,,,,,,
豁然開朗,鬥不過,,,,,,,
韻味,斗臭,,,,,,,
犧牲,鬥起來,,,,,,,
戀戀,鬼子,,,,,,,
熱中,鬼天氣,,,,,,,
愛,鬼叫,,,,,,,
,鬼東西,,,,,,,
,鬼玩意,,,,,,,
,乾陰陽,,,,,,,
,偽人,,,,,,,
,偽人之心,,,,,,,
,假仁假義,,,,,,,
,假公濟私,,,,,,,
,假心假意,,,,,,,
,假手,,,,,,,
,假正經,,,,,,,
,假惺惺,,,,,,,
,假道學,,,,,,,
,做人情,,,,,,,
,做死做活,,,,,,,
,做秀,,,,,,,
,做壞,,,,,,,
,做壞事,,,,,,,
,偷人,,,,,,,
,偷工減料,,,,,,,
,偷罵,,,,,,,
,偏差,,,,,,,
,偏執,,,,,,,
,偏頗,,,,,,,
,偏激,,,,,,,
,動干戈,,,,,,,
,動不動,,,,,,,
,動不動就發脾氣,,,,,,,
,動手,,,,,,,
,動怒,,,,,,,
,動粗,,,,,,,
,唱反調,,,,,,,
,唱衰,,,,,,,
,唯恐,,,,,,,
,唯恐不及,,,,,,,
,唯恐天下不亂,,,,,,,
,國仇家恨,,,,,,,
,基賣,,,,,,,
,夠了,,,,,,,
,夠了沒,,,,,,,
,夠不爽,,,,,,,
,婊子,,,,,,,
,專權,,,,,,,
,帶衰,,,,,,,
,帶塞,,,,,,,
,帶賽,,,,,,,
,強詞奪理,,,,,,,
,強暴,,,,,,,
,從中作梗,,,,,,,
,患得患失,,,,,,,
,情何以堪,,,,,,,
,悻悻,,,,,,,
,惆悵,,,,,,,
,掉淚,,,,,,,
,救我,,,,,,,
,教得爛,,,,,,,
,敗家,,,,,,,
,敗家女,,,,,,,
,敗家子,,,,,,,
,敗絮,,,,,,,
,敗類,,,,,,,
,欲哭無淚,,,,,,,
,欲嘔,,,,,,,
,殺千刀,,,,,,,
,淌混水,,,,,,,
,清寒,,,,,,,
,混日,,,,,,,
,混兄弟,,,,,,,
,混吃混住,,,,,,,
,混吃混喝,,,,,,,
,混吃等死,,,,,,,
,混江湖,,,,,,,
,混流氓,,,,,,,
,混淆國際視聽,,,,,,,
,混球,,,,,,,
,淒然,,,,,,,
,淚下,,,,,,,
,淚如雨下,,,,,,,
,淚流,,,,,,,
,淚流滿面,,,,,,,
,淚動,,,,,,,
,淫污,,,,,,,
,淫蕩,,,,,,,
,淫蕩樣,,,,,,,
,深仇大恨,,,,,,,
,深恨,,,,,,,
,牽掛,,,,,,,
,牽腸掛肚,,,,,,,
,猖狂,,,,,,,
,猙獰,,,,,,,
,理不直不壯,,,,,,,
,現世報,,,,,,,
,異想天開,,,,,,,
,痔瘡,,,,,,,
,眼睛狗到蛤仔肉,,,,,,,
,眼睛瞎調,,,,,,,
,笨豬,,,,,,,
,羞怯怯,,,,,,,
,羞於,,,,,,,
,羞羞羞,,,,,,,
,羞赧,,,,,,,
,羞澀,,,,,,,
,莫名,,,,,,,
,莫名其妙,,,,,,,
,莫明,,,,,,,
,莫明奇妙,,,,,,,
,莫能,,,,,,,
,被打,,,,,,,
,被利用,,,,,,,
,被狗吃,,,,,,,
,被干走,,,,,,,
,被當,,,,,,,
,被雷打死,,,,,,,
,被騙,,,,,,,
,袖手旁觀,,,,,,,
,規避,,,,,,,
,訝異,,,,,,,
,訝然,,,,,,,
,責問,,,,,,,
,貪念,,,,,,,
,這麼爛,,,,,,,
,連屁都不如,,,,,,,
,逞強,,,,,,,
,造假,,,,,,,
,野心,,,,,,,
,陷害,,,,,,,
,雪特,,,,,,,
,竟敢,,,,,,,
,竟然,,,,,,,
,竟然一直給我,,,,,,,
,魚目混珠,,,,,,,
,鳥不拉機,,,,,,,
,鳥東西,,,,,,,
,鳥屎,,,,,,,
,鳥話,,,,,,,
,鳥態度,,,,,,,
,鳥樣,,,,,,,
,最恨,,,,,,,
,最糟的是,,,,,,,
,最屌,,,,,,,
,最跩,,,,,,,
,啼哭,,,,,,,
,單挑,,,,,,,
,唾棄,,,,,,,
,圍毆,,,,,,,
,堪慮,,,,,,,
,報歉,,,,,,,
,報憂,,,,,,,
,報應,,,,,,,
,尋仇,,,,,,,
,惡有惡報,,,,,,,
,惡言,,,,,,,
,惡言相向,,,,,,,
,惡果,,,,,,,
,惡狠,,,,,,,
,惡狠很,,,,,,,
,惡貫滿盈,,,,,,,
,惡報,,,,,,,
,惡勢力,,,,,,,
,惡搞,,,,,,,
,惡質,,,,,,,
,惡臉,,,,,,,
,惡臉相向,,,,,,,
,悲苦,,,,,,,
,悲情,,,,,,,
,悲涼,,,,,,,
,悲痛欲絕,,,,,,,
,悲愁,,,,,,,
,悲憤,,,,,,,
,悲觸,,,,,,,
